EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8868078175895765,0.9525357607282184,0.897378277153558
FPR,0.026222078342505666,0.0054130082686897965,0.029659549913444893
accurary,0.96203,0.992,0.9606
Recall,0.8868078175895765,0.9525357607282184,0.897378277153558
Precision,0.8408085912823753,0.9202261306532663,0.8233676975945017
F1_score,0.8631958205728698,0.9361022364217252,0.8587813620071685
