EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.9833804221372777,0.9863459037711313,0.9573033707865168
FPR,0.016917953246863796,0.01734719972721848,0.0879399884593191
accurary,0.9831,0.98288,0.9181
Recall,0.9833804221372777,0.9863459037711313,0.9573033707865168
Precision,0.7881976821633142,0.7884615384615384,0.6264705882352941
F1_score,0.8750369713102633,0.876372039283651,0.7573333333333333
