EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.842759846017175,0.9401820546163849,0.8524344569288389
FPR,0.017781991398048376,0.003793367999318046,0.02008078476630121
accurary,0.96338,0.99276,0.9629
Recall,0.842759846017175,0.9401820546163849,0.8524344569288389
Precision,0.8809781767528246,0.9420195439739414,0.8673780487804879
F1_score,0.8614453272796065,0.9410999023755288,0.8598413298073291
