EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8380959431448031,0.9395318595578673,0.8441947565543071
FPR,0.016984229755353096,0.003793367999318046,0.019042123485285632
accurary,0.96344,0.99272,0.9627
Recall,0.8380959431448031,0.9395318595578673,0.8441947565543071
Precision,0.885144644253323,0.9419817470664928,0.8722910216718266
F1_score,0.8609780211422922,0.9407552083333335,0.8580129425199847
