EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8474977790938703,0.9434330299089727,0.8576779026217228
FPR,0.01866068538130694,0.004134344898133151,0.021119446047316793
accurary,0.96326,0.99264,0.9627
Recall,0.8474977790938703,0.9434330299089727,0.8576779026217228
Precision,0.8764354616444648,0.9373385012919897,0.8621987951807228
F1_score,0.8617237485886338,0.9403758911211925,0.8599324070597071
