EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.949975070633206,0.953185955786736,0.8936329588014982
FPR,0.0056393177489545985,0.005455630381041685,0.0293133294864397
accurary,0.99169,0.992,0.9604
Recall,0.949975070633206,0.953185955786736,0.8936329588014982
Precision,0.915145693243676,0.9196988707653702,0.824464409122322
F1_score,0.932235178993721,0.9361430395913154,0.8576563623292596
