EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.9479807212896793,0.951885565669701,0.8861423220973783
FPR,0.005362671972590788,0.00532776404398602,0.027466820542412004
accurary,0.99183,0.99204,0.961
Recall,0.9479807212896793,0.951885565669701,0.8861423220973783
Precision,0.9188144329896907,0.921334172435494,0.8325123152709359
F1_score,0.9331697341513292,0.9363607291333547,0.8584905660377359
