EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8161830026650874,0.9304291287386216,0.8209737827715355
FPR,0.014105350783887527,0.002983547864632171,0.016156953260242354
accurary,0.96297,0.99292,0.9621
Recall,0.8161830026650874,0.9304291287386216,0.8209737827715355
Precision,0.9003674969375255,0.9533644237175216,0.8867313915857605
F1_score,0.8562109268823049,0.9417571569595261,0.8525865422014781
