EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8673378738525318,0.947334200260078,0.8771535580524344
FPR,0.021736114322711927,0.004645810246355809,0.02515868436237738
accurary,0.96328,0.9924,0.9618
Recall,0.8673378738525318,0.947334200260078,0.8771535580524344
Precision,0.861724036481318,0.9303959131545338,0.8430525557955364
F1_score,0.8645218417945691,0.9387886597938144,0.8597650513950075
