EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8651169677228309,0.9466840052015605,0.8749063670411985
FPR,0.02136613790870832,0.004645810246355809,0.024004616272360068
accurary,0.9633,0.99236,0.9625
Recall,0.8651169677228309,0.9466840052015605,0.8749063670411985
Precision,0.8634550022166396,0.9303514376996805,0.8488372093023255
F1_score,0.8642851860069521,0.9384466645182081,0.8616746587974916
