EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8396505774355937,0.9375812743823146,0.8539325842696629
FPR,0.017065162095916384,0.0038786122240218224,0.0207732256203116
accurary,0.96358,0.99252,0.9625
Recall,0.8396505774355937,0.9375812743823146,0.8539325842696629
Precision,0.8848494304883757,0.9406392694063926,0.8636363636363636
F1_score,0.8616576768213933,0.9391077824812765,0.8587570621468926
