EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8287681374000593,0.9336801040312094,0.8367041198501872
FPR,0.015492762336401055,0.003409768988151053,0.018118869013271782
accurary,0.96347,0.99272,0.9625
Recall,0.8287681374000593,0.9336801040312094,0.8367041198501872
Precision,0.8930993218986837,0.9472295514511874,0.8767660910518054
F1_score,0.8597319817225357,0.9404060248853963,0.8562667688769644
