EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8603790346461356,0.947334200260078,0.8749063670411985
FPR,0.020510567451324978,0.004517943909300145,0.023773802654356607
accurary,0.9634,0.99252,0.9627
Recall,0.8603790346461356,0.947334200260078,0.8749063670411985
Precision,0.8675724096745298,0.9321817018554063,0.8500727802037845
F1_score,0.8639607493309546,0.9396968719767816,0.8623108157991878
