EPOCHS,30
BATCHS,64
learning rate,0.001
""
,train_result,test_result,test_bounding
TPR,0.8401687888658572,0.9388816644993498,0.849438202247191
FPR,0.017319520880543865,0.004006478561077487,0.020542412002308136
accurary,0.96343,0.99248,0.9621
Recall,0.8401687888658572,0.9388816644993498,0.849438202247191
Precision,0.883396902000467,0.9388816644993498,0.864329268292683
F1_score,0.8612407512805917,0.9388816644993498,0.8568190404231205
